"cle","summery"
"bh0715","i am a young interior designer from south africa who loves all things beautiful and unique. i am passionate about what i do and love getting involved in the details of any project. taking a complex problem and finding a solution through functional yet aesthetically pleasing design concepts is something i really enjoy. my love for anything artistic came from birth and i just can   t get enough of designing extraordinary spaces that become reality.,bluehaus group & bluehaus engineering"
"bh0716","experienced fashion designer with a demonstrated history of working in the apparel and fashion industry. skilled in trend analysis, microsoft excel, microsoft word, fashion illustration, and business development. strong arts and design professional graduated from sndt mumbai"
"bh0717","graduated from architecture with distinction at the lebanese american university.   i have a passion for design and this is where i see the mix of content creation, videography, photography and architecture playing a role.   i am currently a digital designer working on a variety of projects and brands in the beauty and lifestyle, fmcg, healthcare and service industries.   colleagues and classmates know me as a highly creative and positive person. also, i am excellent at time management  this is where my organizational and consistency skills come in handy. i can adapt to any situation i am in. i love leaving an impact wherever i go, for that reason i am a volunteer for many of my work positions. i am truly passionate about my work and my field of study, and always eager to start new projects. i can work well alone, but i   m at my best collaborating with others."
"bh0718","hello, i am an argentinian graphic designer and illustrator with a deep artistic background.  i have a big passion to work with everything related to the visual world and to keep in track of the latest trends. my goal as a designer is to create an elegant and personalized visual narrative that expresses with accuracy and good aesthetic sense the concept of each project. i am eager to be challenged with new visual campaigns in order to grow and further improve my skills as a visual communicator."
"bh0719","i   m passionate about music, i really like to learn new things and challenges. i specialize in the area of user experience, with a focus on user centered design. i consider this fundamental and transversal in any type of work. i like to participate in the different stages of a project, from its conceptualization to development.,akod0"
"bh0720","experienced menswear designer with a demonstrated history of working in the apparel and fashion industry. skilled in trend analysis, graphics, retail, and fashion illustration. strong arts and design professional with a b.design focused in apparel and textiles from national institute of fashion technology."
"bh0721","i am a ui/ux designer with a masters degree in visual communication. i have spent my professional career in the design industry. my past work has focused on customer interactions and design solutions.  i like to work closely with my team members, to ensure seamless web/mobile design experiences and the successful implementation of ui/ux best practices and principles across all  platforms.  skills - visual design - user experience design - user interface design - user interaction design - product design - animation - information architecture - prototyping and wireframing - innovation and processes via design thinking  - storytelling - usability and user research - developing and managing design systems that adapt and scale  when i'm not designing, i like to spend my time outdoors where i find the most inspiration. creativity and innovation drive me in both my personal and professional life."
"bh0722","enior ui/ux designer . caring about usability and solving problems , i enjoy expressing my ideas into usable designs that leave great experience to users . always looking for challenges and opportunities ."
"bh0723","highly skilled graphic designer with a passion for media, art & professional creative solutions. loves art (no surprise) & inspired about how people   s creativity makes for a better world."
"bh0724","experienced designer with a demonstrated history of working in the marketing and advertising industry. skilled in logo design, typography, adobe illustrator, concept development, and graphic design. strong arts and design professional with a bachelor's degree focused in multimedia design from raffles design, mumbai.,"
"bh0725","ui/ux designer working in space industry  portfolio in progress"
"bh0726","creativity is a wild mind & a disciplined eye"
"bh0727","web content specialist turned into a ux/ui designer. i have worked six years in website management and content creation, which has given me a good understanding of websites and their components. i believe that content strategy plays an important role in the user experience. it is my mission to bring intuitive and delightful experiences into digital products by putting the user   s needs in the centre of my work.   i have experience working in a fast-paced creative environment, increasing visitor engagement by more than 20% yearly. this, combined with my interest in behavioural studies, and qualitative research background make me a passionate designer."
"bh0728","experienced interior designer with a demonstrated history of working in the architecture and construction field. skilled in 3ds max, autocad, lumion, sketchup, microsoft word, and adobe photoshop. strong arts and design professional graduated al salama perintalmanna,"
"bh0729","currently living and working in dubai, uae as a senior interior designer on healthcare projects. 7+ years of experience in healthcare, hospitality, and residential interior design. the portfolio includes over 30+ interior designs. proficiency in autocad, revit & adobe creative suite and demonstrated excellent communication, listening and teaching skills.,"
"bh0730","experienced architect with a demonstrated history of working in the architecture & planning industry. skilled in autocad, sketchup (vray), photoshop, lumion, mixed-use, revit, comprehensive planning, and sustainable design. strong arts and design professional with a bachelor of architecture (b.arch.) focused in architecture design from national college of arts.,rameez_k_burki"
"bh0731","professional highly qualified draftsman with a comprehensive understanding of design process and fabrication technical supporting .experienced with all stage of aluminum products _ curtain walls & structural glazing systems including research development and processing .having the ability to produce detailed technical specification for clients requirements.    experience in , glazing works, canopies, skylights, doors, windows,  #designer, fabricator, prepare shop drawing.  seeking a challenging position as draftsman with an organization that recognize professional with proven ability and dedication."
"bh0732","i am a ux designer with a background in computer science and business, an hci graduate and always excited about transforming user insights into genuine experiences that make our everyday much easier and pleasant."
"bh0733","enthusiastic and passionate executive with a very international profile. i have 9 years of professional experience in united arab emirates . i learned to multitask under tough environments. i focus and deliver. i am very adaptable to new places, cultures and teams. as a testimony, most colleagues and clients would at the end become close friends. and dedicated yet approachable. i am reliable yet humble.   workspace   commercial residential , corporate , personal properties , government sectors."
"bh0734","i'm a ux designer with a background in journalism, focused on conversation design. i'm passionate about communication and love examining the intersection between language and design."
"bh0735","american university of sharjah graduate with a bachelors in interior design and minor in design management.,ellington properties development llc,interior designer"
"bh0736","creative  graphic designer with over 12 years experience in developing engaging and innovative digital and print designs for clients in broad range of industries. highly adept at visual strategy, layout development, branding, and print and new media advertising. demonstrated success working in collaborative environments and providing leadership to design teams to conceptualize and execute effective marketing collateral. seeking help clients achieve business development and business growth goals through forward-thinking graphic."
"bh0737","i   m an architect designer who had achieved remarkable projects in so many fields, as i believe that creative solutions are most exposing and easy-selling designs .  technically i'm well structured architect who spent a lot in learning and testing different software's applications in order to achieve highest quality, accuracy and speed .  over 5 years my experience is consisting of       architectural design     interior design     landscape design     events & exhibition design     product design  i had experience in fields of       engineering consultants      showroom retail specialized in materials and fixtures .     real estate developments      event management company  as interior designer, i had been through several types of projects       residential      offices & workspaces     hospitality     commercial     religious     educational  technical skills      autocad     3ds max      v-ray     revit architecture     adobe photoshop     adobe illustrator     adobe indesign     adobe premiere      microsoft excel     procreate [ipad],"
"bh0738","a graduate of the faculty of commerce, alexandria university and university of poitiers. i discovered my passion for graphic design in my first year of college and decided to pursue my dreams to become a professional graphic designer. worked as a freelancer, since then. i studied and self-learned about graphic design, photography & videography. during the years, i specialised in graphic design, photography & videography.   thriving for more knowledge & challenges, i started handling big accounts and throughout the years i became more fond of client servicing. i love managing teams and working closely with them, art directing their outcome to always achieve and actually exceed clients    expectations and goals.,"
"bh0739","a multi-disciplinary designer with more than eight years of solid experience in art direction and creative designing for a local and multi-national advertising company in india and the gulf region.   my work milieu and coursework have finely tuned my graphic and post-production capabilities, print business using high-end equipments and up-to-date softwares designed for graphic solutions.  i am a dynamic and results-oriented individual who is determined to add value to the organisation i work for, through exceptional knowledge and learning ability."
"bh0740","i have been working in web industry for the last 16 year. i worked closely with many offshore clients to create beautifully pixel perfect user interface. currently i am working on oracle & sharepoint user interface projects and providing my services for uae government companies from injazat data systems as senior visual designer.  my work received many web related awards in different national level university competitions. in addition, i gave many guest speaker sessions in different universities like, muhammad ali jinnah university, iqra university & different arena multimedia branches.  a blend of passion, talent, and success, i remain a humble artist     not every photograph is going to change the world, but the most significant are those that show how we all are connected.    in front of my lens, carpenters become kings and emperors become commoners, striking a resonating chord of humanity with each shot.,alinawazdnnseo,"
"bh0741","over 10 years experience in fashion entrepreneurship independently and more then 3 years in cultural documentation in museums  and spical projects"
"bh0742","actively seeking an appropriate opportunity that utilizes my experience, personal skills and education in order to contribute to the company   s progress and be able to enhance my professional skills and grow my career."
"bh0743","experienced interior design lecturer with a demonstrated history of working in the higher education industry. skilled in curriculum development, sustainable design, fine art, and teamwork. strong arts and design professional with a master of science - ms focused in sustainable design of the built invironment from british university in dubai.,"
"bh0744","i am a well-rounded digital designer with over 10 years of experience within online startups, business transformation, advertising, events and entertainment in the middle east, europe, and south america.   by utilizing my wide range of design skills, with a focus on ux/ui design and product design, i am delivering engaging and attractive user experiences for apps.  i have delivered design projects for major players globally and locally such as  virgin, deutsche bank, coca cola, barclays, careem and cafu.,gardraw"
"bh0745","i am a ui/ux designer specialist, having 12+years of experience in information technology. i specialised in multimedia and graduated in bfa (bachelor of fine arts) and done post graduation in mva (masters of visual arts),   i have worked in 3 countries ( india, qatar and singapore),   i have worked for famous stakeholders like pegasus (pearson education), dsta (defence science & technology agency) - singapore, and mybook qatar - qatar  i   ve extensive experience in designing, prototyping, wire-framing and animation,   i always bring many different methods to create something original and effective in the professional world., i am looking out for challenging assignments to enhance my technical and functional competencies."
"bh0746","i m waleed ahmed a  passionate and results-oriented creative designer with significant experience working on innovative campaigns for prominent brands. i have a strong knowledge for arts and i possess a solid agency background in designing, retouching and conceptualization. i welcome challenges and i   m always keen to explore creative opportunities and pursue big ideas to develop integrated campaigns"
"bh0747","boris bandyopadhyay  is a visionary and holistic german-indian designer living in frankfurt and berlin. he has a professional background in interior and furniture design as well as in design research. his design focuses on the impact of digitalisation on working and living environments and the new role of objects. his contributions in the field of ecodesign have been honoured with several awards. boris works on interior design projects for private and commercial customers with a distinct reputation in office design and the development of inspirational spaces."
"bh0748","experienced 3d artist with a demonstrated history of working in the design industry. skilled in zbrush, microsoft word, translation, 2d software, and revit. strong operations professional graduated from indus valley."
"bh0749","i am a service designer with equal measures of  ux, strategy and visual. evolving as a designer, i've learnt two things  crafting customer journeys through every touch-point and getting it out into the world through a well-designed brand strategy.   my favourite things include hiking, fiction, custom typography and colours.  specialities  problem-solving, creativity, technology comprehension, prototyping, personas & user stories, affinity diagramming, interaction design, information architecture,  brand strategy, marcom, copywriting, corporate blogging.  philosophy  design makes everything possible.,pal_prakash"
"bh0750","experienced in branding & advertising. i make designs for brochures, flyers, logos, business cards,"
"bh0751","5 jahre berufserfahrung in client service, digitalisierung, product performance. initiativer und loyaler teamplayer, mit scharfem auge f  rs detail. halte die kundenorientierung f  r den hauptpunkt in der entwicklung von digitalen projekten.   berzeugt, dass erfolg des produktes direkt vom exzellenten service mit modernem technischem hintergrund abh  ngig ist und hat ein riesiges kommerzielles potenzial der digitalen welt."
"bh0752","a user experience designer, feeling happy while overcoming an obstacle to provide you the user with a satisfying experience."
"bh0753","during the past decade, i gained experience creating visual work for brands like ford, ikea, abudhabi crown prince court, dussur, jeeves, visa and many more companies, agencies or studios. i make awesome ux better with beautiful ui packages through research, brand identity design, facilitation, creative direction and other things visual.  looking out for continuous challenges that can squeeze out the best in me, for the organization and its clients, i work for thereby pushing my limits to the fullest and eventually, to become content with what i'm trying to achieve.,"
"bh0754","   architect   project coordinator   3d modeler   detailer,interprogetti,interior designer"
"bh0755","experienced graphic designer with a demonstrated history of working. skilled in logo design, branding, identity, advertising, adobe creative suite, and adobe indesign cc. strong arts and design professional graduated from a. s. college, srinagar."
"bh0756","experienced creative designer with a demonstrated history of working in the marketing and advertising industry. skilled in print production, adobe photoshop, branding, adobe illustrator, and mac. strong arts and design professional with a bachelor's degree focused in graphic designer from bharathidasan university."
"bh0757","experienced graphic designer with a demonstrated history of working in the creative and advertising industry. strong arts and design professional skilled in adobe creative suite and social media."
"bh0758","experienced fashion professional with a bachelor of design focused in fashion design from national institute of fashion technology,new delhi,india. skilled in trend analysis, retail,market research & analysis, fashion design . "
"bh0759","4+ years of working experience with international companies and clients in the ux/ui design field.  delivered 100+ projects in both the b2b and b2c world that generate real-world business results. my experience is shipping best in class products that drive business results, and delight customer's experience.   specialties  user research wireframe mockup prototyping style guide user flows sketches website design mobile app design software design usability testing user experience design (ued) user-centered design user interface design agile methodologies  #uxresearch #uxui #productdesign  #ui #userexperiencedesign #uxdesigner #designer,asdimalix9,"
"bh0760","i am a welsh eyewear designer currently based in hamburg, germany. with 5 years industry knowledge, my designs have been worn by thousands of people.   i love to collaborate and to work with new teams. sales & commercial design is something i find crucial to any collection. i am business minded and can help to increase sales through design- this of course varies on the target customer and level of commerciality.   i design optical frames and sunglasses, for men's, women's & children collections.    previous companies and clients i have worked with    linda farrow  qvc amanda wakeley  specsavers  boots opticians  fielmanns opticians  orla kiely    skills  - thorough knowledge of eyewear product design with a specialism in sunglasses & well bevelled, high quality products    - expert knowledge of the adobe creative suite (photoshop,illustrator,premiere pro, muse, indesign)   - proficient in google sketchup, 3d rhino cad software & 3d printing,"
"bh0761","having around 12 years of gcc experience in cad designer. work in various projects airport, dubai metro,qatar rail,dubai race course meydan and etc..  projects implemented -      nad al sheba race course, dubai, uae     dwc (dubai world center), dubai, uae     dubai metro project (green line), dubai, uae     palm jumeirah marina apartments, dubai, uae     ndia (new doha international airport), doha qatar     qatar rail project (lrt), doha qatar.  technical skills - diploma in civil draftsmanship diploma in auto-cad  (2d, 3d, mep, revit & 3d max) "
"bh0762","project management, design management, consulting... creative, feasible ideas and solutions... long term experience in product, automotive, graphics, web and interior design... experience in foreign operations (uae, asia, australia)... confidence in english business discussions... experience in team building and leadership... profound experience in start-up, strategic planning and management of a company... world wide network of strategic partners - as freelancer / project-based or full time worldwide"
"bh0763","i am a strong design professional with a bachelor of architectural engineering (b.arch.) from university of sharjah. and an experienced graphic designer with a demonstrated history of working in the graphic design industry. skilled in illustrator, photoshop, aftereffect, indesign, autocad, ecotect, lumion, sketchup, flow design, mass motion oasys, microsoft office, computer-aided design (cad), and revit.,"
"bh0764","an ambitious designer desirous of making a name through overflowing fresh and exclusive ideas in the departments of illustration, branding, and advertising."
"bh0765","as a child, i believed there lived tiny human beings in my tv set. this fascination lead to learning more about what actually happens behind the screen. now you'll always find me editing a video, illustrating a new character or learning a new field in the media industry.  when i'm not working, i'm either working my muscles at the gym, or training myself in football. otherwise, i'm in my own little world of music, movies and books.  i love meeting new people and learning new things. so, feel free to say hello!  capabilities   adobe - photoshop, illustrator, indesign, premiere pro, aftereffects microsoft - office, powerpoint, excel final cut pro and logic pro videography and photography public speaking and debates  organisation and direction,"
"bh0766","are you looking for a modern website, web applications or mobile applications to build an international standard for your business   webstring have the experience and technical skill how to build every kind of websites suitable for your business and offshore it consulting . as far as webstring is concerned we provide expert service in website development, seo, e-commerce, mobile app development and other it service . webstring doing more outsourcing projects"
"bh0767","20 brands  40 famous clients all over the world  created more than 10 000 layouts  completed over 30 projects that were implemented in a final product     and it   s just numbers  conceptualizing and executing graphic design conceptions  high proficiency in photo-shoot and photo-retouching  excellent knowledge of design software  huge knowledge about printing, design thinking and management, present trends in design  and my strongest skill is that i do "
"bh0768","i am a result oriented graphic designer with grand knowledge of the industry from conventional to the modern day rhythm. i create result oriented, attention retaining visual concepts using computer software. i bring to life ideas that inspire, inform or captivate and lure audience to action.   during my time as a full time and and a freelance graphic designer, i have been able to work with over a dozen of clients on the creation of their brand identity, social media content-making, and campaign pitches that has given me the opportunity to learn how to work under pressure maintain discipline and to communicate excellently with clients to receive the best outcomes for their projects.   few of my core competences are to      generate ideas to portray concepts and advertise products      assist with all digital marketing campaigns for lead generation, social media and display advertising      maintain and build social media presence across all digital channels      refine images, fonts and layouts using graphic design softwares like ps and ai     apply typography techniques.     increase user friendliness in digital products     maintain brand consistency throughout all our marketing projects     liaise with marketing and design teams to ensure deadlines are met     stay up-to-date with industry developments and tools requirements     use the appropriate colours and layouts for each graphics      test graphic across various media      ensure final graphics and design layouts are visually appealing and on brand     strong aesthetic skills with the ability to combine various colors, fonts and layouts     ability to meet deadlines and collaborate with a team     attention to visual details"
"bh0769","specialties  come up with creative idea in various kind of projects like residential,commercial and hospitality  autodusk 3ds max,v-ray ,  autocad, adobe aftereffects,  adobe photoshop,  adobe premiere,  art,  video"
"bh0770","a multi-talent architect and musician raised in uae and has finished his studies in egypt with 3 years experience in architecture site engineer and 3 years in office field also a professional in photoshop, sketchup, lumion , revit, cad, twinmotion, 3ds max , adobe premiere & filmora (montage softwares)   looking for the best opportunities around my field  ..  being successful is easy but the hard part is maintaining success ,ahmedhanyemam"
"bh0771","senior web designer & digital production manager working in the marketing and advertising industry. skilled in web designer, web, advertising, video,  & online media.   with 17+ years of professional experience, strong creative ability, and the technical skills needed for timeliness and pro   ciency in all areas of digital and print graphic design, web design, and web development.  i'm a creative thinker and i specialize in working together with a team to conceptualize ideas and strategize how to apply design to marketing and branding initiatives.  i'm looking for the opportunity to do what i love for a positive team who has a solid plan for success and understands the value and impact of excellent design for their brand.,mubeenmulla555,"
"bh0772","specialties   experience design, user research, information architecture,  interaction design, user flows, screen flows, usability testing,  visual design,aleena0512"
"bh0773","hello everyone, i am amna, a very ambitious and hardworking person, i allow nothing to bring me down and always encourage myself to move foreword. i am seeking to promote myself to the better, earning new experience, knowledge and techniques. i have an interest in volunteering work, since i was a child i dreamed about helping people and now i want to link my academic life of architecture with my goal dream of helping people or volunteering as general.,butyamna,"
"bh0774","an experienced, talented & result-producing user interface (ui) and user experience (ux) expert having more than 6 years of extensive experience working on different projects in modern technologies, for major local and global clients. highly professional, result oriented and motivated to achieve organization   s bottom line.   multifaceted and highly skilled ui/ux professional, working for extensive smart user experience design (uxd), user interface design (uid) & interaction design (ixd) by focusing on requirement discovery and solution design in both an agile and waterfall environment.  with a strong knowledge base in desk, web and mobile technologies within the parameters of usability and accessibility, i thrive on developing and implementing business strategies geared towards keeping your business ahead of emerging market trends.  having experience in interacting with test participants ensures that meaningful insights and positive feedback can be drawn, to enable your business to develop technologies that suit your users and expand your client base.,"
"bh0775","understanding textile design with formidable blends of fabrication in wearable fashion industry. potent skills in the field of art and design. a trained muppeteer by sesame street. capable of conceptualizing ideas from and inspiration to wearable costumes. irfan zahid is a creative individual with experience in textile and fashion industry. he has a strong business sense having talents to correctly and congruously turn ideas into profitable trade."
"bh0776","i am here to seek an opportunity in reputed company as fa  ade designer.  i am having an experience of almost 10 yrs in the curtain wall glazing design field.,zebian industries,facade designer"
"bh0777","earned a diploma in advanced 3d modeling with a concentration in graphic, web & animation            earned a diploma in advertising and graphic designing at australian computer institute.  highly skilled in creating design concepts and implementation plans targeted towards retention        and attracting new clients for start-up and existing businesses.  designing ideas for brands and promotional designs, familiar with print preparation  strong hands-on familiarity with 3d studio max, adobe photoshop, adobe illustrator.  good academic and training background.  photography knowledge    though knowledge of the operating functions and the settings of digital slr camera.      familiar with the techniques of lights arrangements and focusing on the subject.      knowledge of flash photography equipments.      strong sense of visualization, background decorations and color combinations.      efficient in the task of developing and editing photographs creatively.,"
"bh0778","i am a professional urdu journalist and teacher. i have 25 years of experience of journalism in different newspapers on every post( reporter, staff reporter, news editor, editor and even incharge of editorial board). i love urdu and my mother language punjabi as well.  i have urdr teaching experience as well in the educators and beaconhouse as an o level teacher. i m sure i can be an excellent part of any urdu project. my all work experience is belong to my hometown gujrat (punjab). i shifted in islamabad in 2012 and now a days i m working as a freelance writer and teacher."
"bh0779","experienced 3d artist with a demonstrated history of working in the internet industry. skilled in maya, adobe photoshop, 3d modeling, adobe illustrator, and 3d. strong arts and design professional with a dafm    18 months diploma in 3d animation & film making focused in softwares   photoshop, aftereffects,basic film making, adobe premier pro, autodesk 3d max, maya  from maac    maya academy of advanced cinematics, mulund west "
"bh0780","i am a creative interior designer with two years    experience, focusing on producing innovative designs from clients    briefs.            my dedication to delivering high-quality work ensures, i exceed my clients    expectations.  i am inspired by classic designs. i enjoy bringing these classical influences up to date with a modern twist. i create spectacular interior spaces playing with colours, materials and textures. i am a multi-disciplined designer specializing in interior design.  i quit my day to create a new space. i work for a wide range of environment with preparing different design concept of each space, including plans, section, elevation, perspective and electrical drawing.  preparing furniture plans, and detailed drawing.  i find inspiration in anything and everything around me. with every project i seek new concepts, new techniques and new material to be always up to date and modernized.   technical skills       auto cad (proficient knowledge and experience)     3d max (3d modeling, texture, animation)     v-ray  (material, light, rendering)     adobe photo shop (photo manipulation editing, layout)     adobe illustrator (illustration layout)     adobe after effect (editing)     adobe acrobat reader     adobe light room (photo editing)   interior design skills       design concept      sketching     space planning     mood board     color theory      presentation skills     3d modeling     rendering     textile design     walk-through,"
"bh0781","have a good knowledge of front-end html /css, html5/css3 coding, less, responsive website design using (bootstrap 2.0 bootstrap 3.0, media queries), css frameworks (960 grid, foundation, bootstrap), user experience, user interface, web & mobile app design, psd to wordpress conversion, psd to html conversion."
"bh0782","experienced fashion designer with a demonstrated history of working in the fishery industry. skilled in customer service, social media, management, social media blogging, and social media communications. strong arts and design professional with a nvq focused in nvq business adminstration from merton college."
"bh0783","a competent and creative interior designer with more than 12 year experience in construction that specializes in hospitality, residential and commercial projects with strong interpersonal skills to fulfill specific requirements for both team and individual tasks. has the ability to build strong relationships with all clients and to turn proposals into reality. especially successful in designer role that demand rigor, a high level of drive and dedication and a focus on delivering design outcomes through the use of methodologies."
"bh0784","an architecture graduate from the american university of sharjah looking to secure a career with challenging projects preferably in  sustainable design in organizations that requires an  enthusiastic, ambitious, well-motivated, creative individual with an eye for detail who is willing to work hard, learn fast and use initiative. i   m highly interested in gaining experience, developing my  potentials in architectural design and giving the best in me in return. i   m keen on working with an  architectural organization that is highly recognized and respected among others in the same field.,"
"bh0785","interior designer , successful at listening to the needs of the client and collaborating on a creative vision, also eager to learn a diverse knowledge base of design styles and techniques.  i enjoy being challenged and working on projects that require me to work outside my comfort and knowledge set, as continuing to learn new methods and techniques are important to me and the success of my career .,"
"bh0786","multidisciplinary design specialist  interaction designer, graphic artist, photographer, usability expert, enthusiast, investigator and crafty all-around solutions finder. more than 12 years design practice in mobile, desktop and web interface design."
"bh0787","experienced architect with a demonstrated history of working in architecture and graphic design field. skilled in autocad, adobe creatively  suite, 3dsmax, v-ray, corel and others."
"bh0788","a motivated and passionate cad designer with a proven ability to develop drawings, details & rendering life like walk through as well as having a solid understanding in 3d, contributing to art design concepts in relation to interior, models, landscaping and enhancing the    look and feel    of walk through rendering processes. total 9 years    of experience and mass professional knowledge in construction technology is the key for the success till this point. responsible for drafting transfer the information, and coordination with other department cad members. seeking a suitable position in a growth oriented organization that could provide a challenging opportunity for career development and a better future. to secure an entry level executive position in a leading business organization and enhance my knowledge and skill to further learn and understand the intricacies of the business, and have a challenging career in the field of computer aided designing / drafting. my ultimate career goals are to be in a highest position in the construction hierarchy. after obtaining the relevant professional qualification and all round experience, and to become a lead architect,"
"bh0789","experience in creative design for usable user interface design, visualization and designing of websites which is visually appealing /usable, designing web based applications by applying theories of usability and principles of design and graphic design. has graduate degree in bachelor of science in visual communication and experience in visual design for web sites, application design, mobile platforms, print media and creative illustrations. she also has experience in ui design, web2.0 and in web site and graphics development tools such as adobe photoshop cs6, adobe flash cs5, adobe dreamweaver cs4 and autodesk 3d studio max, autodesk maya."
"bh0790","accomplished in vast spectre of design field with over two decades of experience. knowledgeable in online medium from market and user research, organisation of information architecture, conceptual design, definition of user experience, user interface design, through management of professional staff to delivery.  motivated and driven by project metrics and happy clients that proudly enjoy global presence of their brands.,sroown"
"bh0791","design career in fashion, with a b.f.a. in fashion design.  while working for the may merchandising company, now macy's, anne was involved in many aspects of private label apparel design before transitioning to home store/textile product development.  she has completed various interior design projects, ranging from residential renovations, to new medical office build outs to commercial office remodels.    anne formalized her training and experience in interiors with an m.s. degree in interior architecture + design from drexel university in philadelphia."
"bh0792","a passionate and committed licensed interior designer with good project management and space planning seeking for a continuous learning workflow in a well-managed and creative environment to improve knowledge and gain solid experience for personal and professional growth.  - has idea in plantscaping design and floral arrangements. - computer literate in microsoft office  word, powerpoint, excel - has strong verbal and personal communication skills.  - self-motivated, competent and hardworking. - able to perform tasks orderly and responsibly with accuracy and attention to details. - person with good moral character. - passionate interior designer and a committed employee. - good team leader, handles project with quality control. - professionally reliable, determined and efficient. - creative and well organized in design approach/ strategies. - can adapt well at any environment and situation."
"bh0793","full cycle ux/ui product designer. has 7 years of experience as a product-based ux/ui designer,  multi-phased user experience (requirements gathering, ideation, research, design, and testing),  collaborating with developers, designers, and product managers/owners with agile methodology,  understanding of complex workflows designed to scale across diverse, global teams,  multiple successful product launches that drove meaningful impact to the business 1. certification from mckinsey 2. customer experience certification from the college of arts 3. masters in ui/ux designing   stack skills boot camp. tool expertise includes  sketch, invision, invision studio, principal, figma, jira, photshop, illustrator"
"bh0794","highly skilled and motivated interior designer/ 3d visualizer  graduated with the highest gpa award. experienced in all aspects of residential/commercial interior design projects, including exhibition design, and tv studios design. concept development skills, problem-solving, space planning, detailed work, and excellent communication skills."
"bh0795","a visual savvy passionate about emerging technology and sustainability. focused on developing human-centered, aesthetically designed digital "
"bh0796","experienced interior designer with a demonstrated history of working in the furniture industry. skilled in autocad, customer service, sketchup, submittals, and revit. strong arts and design professional with a course focused in 3d max modeling + vray from trixel studios."
"bh0797","experienced interior designer with a demonstrated history of working in the information technology and services industry. skilled in autocad, customer service, strategic planning, sketchup, and people management. strong arts and design professional with a bachelor of engineering (b.eng.) focused in interior design from ajman university of science and technology."
"bh0798","interior designer with a demonstrated history of working in the architecture & planning industry. skilled in autocad, v-ray,archicad artlantis studio, sketchup,twinmotion 3d rendering , revit and adobe photoshop. strong arts and design professional with a master of architecture (m.arch.) focused in architecture and interior design from university union nikola tesla.,"
"bh0799","nagham is an architect and urban designer with an experience on several cross disciplinary projects in the uae and abroad. her career key strengths are seeking for higher responsibilities and providing exceptional contributions, learning and excelling at new technologies as needed, and striving for continued excellence."
"bh0800","experienced senior designer with a demonstrated history of working in both the luxury and sporting goods industry. skilled in trend analysis, fashion illustration, draping, art direction, and fashion design. strong arts and design professional with a master of arts (m.a.) focused in sustainability in fashion from esmod international school of art for fashion.,"
"bh0801","graphic designer and versatile person with many interests. proactive and full of energy and enthusiasm. i do what i love. i like a good challenges and i am passionate to design.  familiar with development of brand strategies, principles of advertising  and promotion. skilled in logo design, branding & identity, packaging & posters, flyers, brochures and etc. create illustrations, work with photography, retouching and editing."
"bh0802","an ambitious, creative and dedicated interior design professional with diverse experience of working on mixture of projects. over time i have developed a keen eye to see the potential in defective/unattractive spaces and have a natural ability to create environments that harmonize with the natural surroundings giving a sense of beauty and structure. i have specialized software skills and can utilize these to design aesthetic and environmentally friendly living spaces. i am driven and determined to succeed and work well under pressure. devoted to achieving complete customer satisfaction within any given deadlines.,  paal interiors"
"bh0803","interior designer with more than 10 years of experience. created over 100+ compelling designs for commercial and retail projects.,dutco interiors & joinery"
"bh0804","a creative and driven professional, embracing the passion and challenges within the real estate industry. with 15 years    experience across middle east and asia, her expertise lies in interior design, ff&e, merchandising & styling, site execution and team leadership. with projects' vision in mind, she is goal-oriented and fully involved in every design phase, delivering solutions within time and financial aspect.  backed with a bachelor of architecture and a global exposure, she has gained experience with reputable firms in kuala lumpur, abu dhabi and currently in dubai - delivering a line of bespoke luxurious spaces, ranging from residential, commercial, hospitality and show units."
"bh0805","experienced freelance graphic designer with a demonstrated history of working in the design industry. skilled in communication, management, teamwork, adobe photoshop, and leadership. strong arts and design professional with a master's degree focused in master of arts in fine arts and design from philippine women's university."
"bh0806","senior interior designer, i poses good understanding & knowledge of professional interior design practice in mena region and latest market trends. my design capabilities and exposure to commercial, hospitality & f&b industries, gives me the right set of tools & qualities to drive best result within any given time frames and budgets. strong leadership & management qualities enables me to direct the design team for best results and oversee project flow of information, document submissions and successful execution of design strategy.,"
"bh0807","graduated in computer science on s  o paulo university but with a wide variety of interests. mostly passionate by everything that is curious, very communicative and interested at different cultures and languages.   game designer with programming background, having worked on many different gaming genres, platforms and business models. focused on system design and also interested in game balancing, ux and player behaviors.  specialties  system design, prototyping, iterative and agile development, childish curiosity.,renato_watch,"
