"cle","summery"
"ch0584","i'm a product designer who's been building web and mobile products since 2012.  i believe that while technology has changed a lot, people haven   t. we     the people     remain curious, hungry for knowledge and, well, unpredictable. put together, curiosity, hunger and unpredictability make the perfect storm for innovation.  in a world where technology is there to serve people, and not the other way around, i   m one of those optimists who think there   s no better time to be alive. every day, new tech is created. every day, a designer is tasked with taking such tech and making it usable by and understandable for humans.  furthermore, i consider designers to have an increasingly important role in shaping the future not only by making complex technologies simple, but also by holding one another accountable for our design decisions both from a moral and human perspective.  good design, therefore, can't be only about beautiful pixels and smooth interactions. it   s about connecting with people and serving them with purposeful experiences. it   s about helping people do more with less. it   s about problem-solving. it   s about empathy, about understanding the people you   re designing for and going as far as feeling their pains, fears and frustrations as if they were your own.     and, yeah"
"ch0585","experienced fashion designer with a demonstrated history of working in the design industry. skilled in garment designing, graphic design, adobe photoshop, and illustrator. strong arts and design professional graduated from london metropolitan university.,"
"ch0586","pinnacle interiors llc"
"ch0587","i am a service & ux designer currently based in munich, passionate about and specialised in using design as a problem solving tool through which we can shape better experiences for people in products and service systems."
"ch0588","i am a user experience  designer with 15 years experience in designing and delivering solutions for  media, architecture and enterprise businesses.  i am currently employed at sap providing ux architecture solutions for sap it.,"
"ch0589","dynamic interior designer / 3d visualizer professional with three years and 9 months of work experience (project management, space planning, and computer-aided design). multi-site environment, identifying and meeting deadlines, developing customer relations. to utilize my skills & abilities in an environment that offers professional growth, where there is large customer interaction & promising to maintain the integrity of the organization through my ethically conscious personality,"
"ch0590","my skills and capabilities are strongly in line with the requirements stated in your job description, making me believe that i would be a perfect fit for this role. during the last two years with my present employer, i have been successfully taking projects through from concept to completion. i possess excellent drawing and presentation skills, and am conversant with all key fields of interior designing.   as a good team player who is open to working in a fast paced environment with demanding deadlines, i can quickly create superb individual conceptual designs, work out costs and prepare estimates. on top of this i possess excellent communication skills and will be very comfortable liaising directly with clients.   as someone who is creative, technically minded and has great attention to detail, i can easily design, develop and deliver unique high end results. i am an expert at autocad, 3d modelling, photoshop, powerpoint, hand sketching, vectorworks, lighting and colour schemes. greater details of what i can offer and of my accomplishments can be found on my attached resume.,"
"ch0591","creative graphic designer with a demonstrated history of working in retail. skilled in photography, social media content, branding, web layout, retouching, motion graphics, video editing.  i love everything that has to do with design. my interest is for exploring unique forms of creativity for the fullfilment of both corporate and personal goals.,"
"ch0592","experienced  architect/ interior designer with a demonstrated history of working in the design industry. skilled in autocad, revit, adobe photoshop, autocad architecture, and construction drawings. strong arts and design professional with a bachelor's degree focused in architecture from middle east university - meu."
"ch0593","the first group,interior designer"
"ch0594","web designer/developer experienced with various projects with many international clients in various countries.i have pro-active hands on work ethic and believe myself to be a well organised individual with a positive attitude and have a good problem solving ability adapting to situations as they arise.  i personally have experience delivering and managing outstanding strategically creative design and marketing solutions across a wide variety of media, from cutting-edge web and multimedia applications,design and building of websites.  i possess a strong programming and development extensive knowledge and hands on experience in leading clients and technical teams to deliver solutions across initial designing, prototype, programming, the e-business, application development and integration with legacy systems, consulting and corporate settings with user support achieving utilizing contemporary web and programming technologies.  definition and analysis of client requirements, document requirements (e.g. functional specifications, wire frame designing, technical design, user guides, & user training), architect, design, develop & test applications.  known for strength of facilitation and building relationships with peers, team members and customers.  services   - website development  - website designing,"
"ch0595","designer with more than 9 yrs of experience   currently specialising with 3d design, exhibition and events, interior and architectural 3d imaging, branding guidelines, creative design, graphic arts, creative presentation, digital art, illustration,   expert skill on 3dsmax, autocad, photoshop, illustrator, after effects,"
"ch0596","experienced men designer with a demonstrated history of working in the apparel and fashion industry. skilled in denims, denim washing, trend analysis, and textiles. strong arts and design professional with a bachelor in design (b.des) focused in fashion/apparel design from national institute of fashion technology."
"ch0597","i   m a principal product designer at intercom, where over the past six years i   ve helped the company grow from 40 to 600 people by doing hands-on product design work, managing and coaching other product designers, and helped establish a strong design culture.   i   ve also launched two side-projects  inboard     a mac app for organising your screenshots, and later     an ios and mac app for quick reminders.  i occasionally write on product design and running design teams"
"ch0598","professionally an architect, designer and urban planner residing in the uae. experienced with a demonstrated history of working in the design industry, with architectural and planning knowledge in projects pertaining to commercial, educational, institutional, urban and residential built forms. i have also ventured into the domain of interior and graphic design. skilled in rhinoceros, autocad, sketchup, adobe creative suite, lumion and microsoft office.   i look to create, ideate and design with varied perspectives, prioritizing both microscopic and macroscopic results in a sustainable manner. a globe trotter, who seeks aesthetic and identity in all aspects and facets of the cityscapes i explore, having lived in india, nigeria, uae and france. i have always been interested in the cultural and environmental consonance and meaning that we derive from architectural structures, landscapes and urbanscapes that we are surrounded by.   i'm currently looking to exercise my professional capabilities"
"ch0599","enthusiastic, professional, and executive interior designer with a proven track record of 3 and a half years experience in the field of interior design."
"ch0600","a successful entrepreneur and product designer based in berlin. deep experience in design, design thinking, prototyping and agile methodologies. for two decades ian has held professional creative positions at leading companies in ireland, germany & uk. his work has been enjoyed by millions around the world.  founder of formation - team productivity tool for workers in large workplaces. co-founder of fluid software and designer of saas tool fluidui.com - the world's first dedicated mobile app prototyping and wireframing tool at launch. fluid ui is today used by hundreds of thousands of ux designers from 120 countries around the world and is beloved by the world of education. notable customers include t-mobile, siemens, oracle and google.   a forward-thinking designer with a passion for all aspects of design. built on a background in industrial design and game design to craft unique design solutions. designs range from game design for consoles and mobile to interaction design for enterprise-scale geospatial systems. previously lectured and studied industrial design at institute of technology carlow and at university of ulster.   mentor to high potential startups through techstars accelerators, metro group, sap.io foundry with a focus on ai and ml startups as well as the sap venture studio intrapreneurship cohort - part of the 1 billion lives social good initiative.  i love what i do.,ianhannigan,"
"ch0601","m.e. in illumination engineering with 5+ years of experience as a lighting designer. expert in led technology, energy management, architectural and technical lighting design for various indoor and outdoor applications with good knowledge of en and ies standards."
"ch0602","specialist in construction technologies, architectural design and project presentation,interior treasures qatar"
"ch0603","an energetic and creative interior designer with quest for innovative ways to explore and challenge design solutions with environmental friendly approach. a passionate researcher with love for refined, vernacular and scandinavian styles in design. specialized in a wide range of projects with experience in new construction and renovation from pre-concept and briefing, to tender documentation across the uae. having worked with well-known 5 star hotel and hospital operators such as marriott, ritz carlton, avani, chedi, and king   s college, i have developed a strong skill set in modern and traditional fabrications. i have established a very organized approach in delivering projects which allows me to successfully manage and coordinate the design between the client, consultants and the studio production team, culminating in high quality projects.,"
"ch0604","i'm a multitalented person with games as my life passion.   i focus my efforts on building strong creative teams with a high sense of ownership and collaboration. by working together and using methodical approaches, we can turn our ideas into games that our players love.  i've also been engaged in esports since 2001, fielding several different roles such as tournament organizer, onstage host, caster and coach.  main skills and knowledge * building strong teams * setting up frameworks for teams to succeed  * game design * programming * public speaking, panels, conferences * tournament organization * esports casting * coaching teams  expertise areas * ai * general gameplay * character progression  more info about me along with cv's can be found in my online portfolio - mejerwall.com"
"ch0605","experienced senior interior designer with a demonstrated history of working in the architecture & planning industry. skilled in residential , commercial , retail interior and hospitality design,project execution  , auto cad architecture, interior architecture, space planning, and landscaping. strong arts and design professional with a diploma in interior & architecture designing .,"
"ch0606","green oasis decoration"
"ch0607","love what you do, and do what you love, the quote that always motivates me to accomplish my dream... hello there! i am tala and i am an interior designer who is always eager to learn and face a good challenge!"
"ch0608","i am currently working in lincoln university of business and management. i worked in amazon development center, chennai  as a visual designer and in august faller artwork solutions, ernakulam as a graphic designer.    i completed my master's in graphic design from sacred heart college, kochi and bachelor's in animation and graphic design from st. joseph college of communication, changanaserry, kerala.,"
"ch0609","experienced designer with a demonstrated history of working in the glass, ceramics and concrete industry. skilled in adobe photoshop, adobe illustrator, adobe xd, autocad, sketchup, blender, ceramic tile, art, digital marketing, and microsoft office. strong arts and design professional graduated from l.e. college"
"ch0610","experienced product designer with a demonstrated history of working in the information technology and services industry. skilled in mobile applications, web design and ios development. strong arts and design professional with a master of science - ms focused in industrial and product design from delft university of technology."
"ch0611","i am architect & interior designer graduated from cairo university department of architectural engineering in 2013 and i have pre-masters in environmental design in 2018.  i have 5 years    experience in the field of architectural engineering & interior design.in addition to experience in dubai .where i worked on projects such as villa reception, waredrops,vanities and kitchens.  i have 5 years    experience with software programs such as 3d max, revit, autocad, photoshop and lumion."
"ch0612","architecture | travel | photography,baituti llc"
"ch0613","experienced interior architect with a demonstrated history of working in the architecture & planning industry for more than 8 years. strong architect and interior design professional skilled in hospitality sector, residential , mixed-use, commercial , retail. with excellent skills in, and autocad, microsoft software adobe photoshop,indesign.,"
"ch0614","experienced project designer with a demonstrated history of working in the design industry in hospitality, commercial, retail, and residential projects. skilled in concept development, design specifications, autocad, adobe indesign cc, and adobe photoshop. strong program and project management professional with a bachelor of arts (b.a.) focused in interior design from american university in dubai.,"
"ch0615","experienced interior designer with a demonstrated history of working in the interior design  & planning industry. skilled in furnishings, autocad, finish, sketching, and drawing. strong arts and design professional with a interior design bachelor   s degree focused in interior design from international university for science and technology."
"ch0616","professional experience of 11+ years as piping designer & draughtsman for oil & gas, refinery and petrochemical plants.,wood"
"ch0617","experienced interior designer with a demonstrated history of working in the design industry. skilled in conceptual design, autocad, sales, shop drawings, and lighting. strong arts and design professional with a master's degree focused in interior architecture from holy spirit university of kaslik - usek."
"ch0618","experienced interior designer with a demonstrated history of working in the design industry. skilled in autocad, illustration, adobe photoshop, adobe indesign cc, and microsoft office. strong arts and design professional with a interior design focused in interior design from lebanese international university.,"
"ch0619","proficient in autocad, sketchup - design conceptualization and interior staging - space planning and material management - utilization of interior finishes - customized art and crafts,irony home"
"ch0620","i have completed bachelor degree of architecture at zarqa university . i believe that qualifications, my experience and skills will represent me an my solid academic opportunity of work at any qualified firm. i possess key strengths for succeeding in this work position stemming from my extensive concern in progressing in this field. i am ambitious, initiative, dynamic, and eager to learn new things. i strive to continual excellence and can provide new contributions and concepts to this work field. problem-solving skills ensure that every my attention to detail and excellent project i work on is done accurately and to the highest possible standard. i am comfortable working as part of a team but also have the ability to take an authoritative role when the situation arises. i have decent technical and computer skills with advanced knowledge of autocad 2d/3d, excellent experience 3ds max -vray, autodesk revit, post production photoshop cs, drawing sketches- free hand ."
"ch0621","specialties  design and drafting of plant and equipment layouts, piping general arrangement drawings, pfd   s, p&id   s, pipeline alignment sheet, piping isometrics, bill of materials, 3d modeling of equipment and piping in pdms, modify existing drawing by raster ,offshore pipeline drawing, material take off (mto),preparation of piping material specification, hvac flow diagram, hvac layout and d&id drawings.  march 2005     2006 oct.   worked as mechanical /piping draughtsman with technp engineering company (manufactures of machinery & chemical and heavy structures and pipelines).  nov 2006     2007 june   worked as mechanical draughtsman with inco international fzco. dubai u.a.e  july 2007     march 2010  worked as a senior mechanical/piping draughtsman with   jayathe petrotech. cochin  (company based in abudabi, u.a.e)  april 2010     may 2012  worked as a mechanical designer with snc-lavalin., qatalum project. qatar  june 2012     april 2014  worked as a pipeline designer with tebodin, pdo & orpic projects. oman  may 2014 - nov 2015  worked  as a pipeline designer with snc-lavalin inc. uae (oil and gas division )  dec 2015 -  present.  working  as a pipeline designer with prastigh engineers & consultant pvt ltd."
"ch0622","my name is leeka mohammed abd alghany ,i obtained my interior design and furniture degree from helwan university , i am a creative and artistically-minded girl. designing is one of my greatest passions .i am seeking for a job opportunity in the interior and furniture designing , i have gathered experience in various fields through the last two years and during summer vacations and gap semesters and i am looking forward to using all the skills i have earned on my new job title "
"ch0623","experienced fashion designer                        with a demonstrated history of working in the apparel and fashion industry. working as a freelance designer. strong arts and design professional skilled in trend analysis, photography, dressmaking, microsoft word, and advertising.,hinaashh,"
"ch0624","award winning designer, artist and university lecturer in the area of interaction design and interactive art. core discipline is the creation of interactive concepts for installations together with concepts for screen based applications and the development of their interface design.  8 years of design experience with main focus on ux and ui, creating interactive art since six years. exhibited among others at the aurora festival in dallas (usa), at the ars electronica in linz (at) and the 3d printshow in london (uk).,"
"ch0625","design of innovation project frameworks based on the co-creation methodology  discover, design, deploy digital solutions - development of new formats, design tools and games to foster innovation programs in organizations   - facilitation of teams through the design process to ensure meaningful insights as well as breakthrough solutions - discovery and networking of opportunities for innovation projects - sensing of big picture and industrial tips (trends, imperatives, possibilities, solutions) as a roadmap for digitalization - design of discovery games to explore customer needs as a first dialog with a customer - concept development of digital solutions together with technical experts   research on design methodology and culture of innovation with the leading universities of the world  the stanford d.school, moscow state university, and the hpi-school of design thinking  completed innovation projects across the areas of design research, software design, creative facilitation, digital transformation  earned a master's degree in software engineering from the hasso-plattner-institute (germany)  executive program chief digital transformation officer at skolkovo,"
"ch0626","experienced freelance graphic designer with a demonstrated history of working in the arts and crafts industry. skilled in graphics, graphic design, sketching, and fashion design. strong arts and design professional with a diploma focused in graphic design from campus g.,"
"ch0627","extremely  creative  and  well  developed  fashion  design  professional  with  extensive  experience  in orchestrating  all  aspects  of  women   s  clothing  design  operations  while  demonstrating  attuned attention  to  detail  and  inventive  qualities.  astute  knowledge  of  children   s  clothing  lines  as  well. actively  pursuing  a  fashion  design  position  in  an  operational  environment  that  will  effectively utilize acquired artistic skills and abilities while demonstrating over 5 years of experience in the uk, europe, middle east, usa and indian market."
"ch0628","i believe that empathy, human-centered design, and co-creation can transform businesses, digital products, and services. i like to create the best possible user experience with lean and agile methods. i foster reinvention and change."
"ch0629","experienced interior designer with a demonstrated history of working in the architecture & planning and interior design industry. skilled in autocad, computer-aided design (cad), indesign, photoshop, event management and design, revit, 3ds max and sustainable design. strong arts and design professional with a bachelor of science degree focused in interior design.,"
"ch0630","vahid angaji (arman)was born in tehran, and lived in tabriz.he educated from mathematician of physics and has been involved in graphic design since 2011. he founded the arman studio of tabriz in 2014 and entered the advertising and graphic art business. "
"ch0631","experienced senior interior designer with a demonstrated history of working in the investment management industry. provide creative vision, development of brand definition, and experience principles. strong arts and design professional with a bachelor of fine arts (b.f.a.) focused in interior design from american university in dubai."
"ch0632","passionate about improving people's lives through creative strategies and visualizations that add value to society,oliver agency,digital designer"
"ch0633","i'm the proud founder of durelle design interiors. we started our venture on a personal level long before this by refurbishing our own property allowing us to sell at a profit. this is where our love for interior design began.    we spotted an opportunity in the real estate market to provide landlords advice on maximizing rental potential by suggesting furnishing ideas ensuring their properties stood out from the rest.     since then we have finally established our place in the interior design market.  we provide all services from interior design to custom made bespoke furniture in and around dubai. we offer a design service for people who don   t have the time or experience to take on this task themselves. you can choose from one of our popular designs ranges or a bespoke service that can be designed around you.,mdv_modedevie, durelle design,interior designer"
"ch0634","architect | facade designer,aesg,facade designer"
"ch0635","i'm a product and ux designer who has helped startups and established companies like      samsung     deutsche telekom     hubspot     and red bull   define and improve their digital products.  recently, i doubled the in-app purchases of a global 500 company by understanding user behavior and reducing the cognitive load of their app.   through implementing a new design system and improving existing ux patterns, i got another app featured, resulting in 10m+ downloads and achieving a 4.7+ average user rating.   i also conceived and created augmented reality experiences, which increased the net promoter score and brand awareness.   thanks to my strong background in marketing, user testing, and behavior analysis, i can convey products' real unique selling proposition (usp) and value for their users.   i can also help the transition to monetizing through subscription.   i'm fascinated by what influences our feelings, creativity, and decisions.   i love the typical agile product design and design thinking methodology when leading teams of designers.  with my strong product strategy background, i can design for growth, retention, and conversion.    i enjoy collaborating with teams from different industries on innovative products and technologies, traveling around the world, and helping their projects succeed.,adam_fard_,"
"ch0636","my name is jessica, i am brazilian and graduated in product design at the university la salle in brazil. i also studied a year at the university of bologna, in the course cultures and techniques of fashion. my professional experiences relate to the role of fashion designer in different companies where i could build a solid knowledge of product development.  i am actively looking for new professional opportunities that will allow me to explore my creativity"
"ch0637","digital design is like painting, except the paint never dries."
"ch0638","throughout my long career as a graphic designer, i have been able to create multiple advertising materials including posters, leaflets, press advertisements, outdoor and lamppost advertisements, gondolas, shelf talkers, danglers, tent cards and many more.  i have been also able to adapt different layouts and was responsible of their arabization (from english to arabic and vice versa).  furthermore, i have a large experience in creating arabic scripts from english logos, and also in designing, drawing and supervising all kinds of packaging process.  i have worked before on resizing layouts to a variety of sizes and finalizing layouts to the production stage too.,"
"ch0639","experienced interior designer with a demonstrated history of working in the design industry. skilled in autocad, photography, graphics, microsoft word, and adobe creative suite. strong arts and design professional with a master of arts (ma) focused in interior design from naba _ nuova accademia di belle arti milano."
"ch0640","product designer with a special place in heart for understanding human behaviours."
"ch0641","a product designer skilled in both ui & ux, idea generation, information architecture, wire-framing/prototyping, strategy, and user research.  open to freelance opportunities for both remotely and within the uae. i have previously freelanced with a wide range of industries & have experience in creating user journeys and products for many different areas and i worked with clients across the world."
"ch0642","i am a berlin-based senior ui/ux designer with 7-year of experience working with digital products. experienced in user-centred thinking & interaction design, heuristics of usability, research for mvp & usp, competitor analysis, usability analysis & user personas, information architecture, ux writing, semantics & search engine optimisation, prototyping, wireframing, user flows & a/b testing, ui design & design systems, branding & art direction.  i design apps, web apps, software. i experiment and learn about emerging technologies such as vr, ar, ai. i tend to combine design"
"ch0643","a professional interior designer with an excellent track record in hospitality design, coordination and development operations for major construction projects, having a an excellent commercial approach to solving problems and a proven ability to generate fresh solutions for the renovation of internal spaces, including structural alterations.  an ambitious, creative and dedicated design professional eager to gain experience in a creative environment."
"ch0644","creative, graphic & social media spacialist, excellent understanding of how search engine optimization works, social media marketing, expending social media channels, twitter, facebook, youtube, instagram & linkedin etc. imaginative, proficiency on mac & pc design packages, management of creative work, drawing ability, motivating team, pitching creative ideas and concept, coordinates with clients and line manager, interpreting design brief, project and job estimation,       designing experience in conferences"
"ch0645","i am a 3d artist focusing on interior and exterior designing and animation.,mcts,designer"
"ch0646","account manager at boutiqaat with bsba in finance and msc in logistics and supply chain management graduate with academic honors.,r designs official,fashion designer"
"ch0647","experienced designer with a demonstrated history of working in the design industry. skilled in auto cad , 3d studio max, in design , illustrator , corel draw, and adobe photoshop. strong arts and design professional with a certificate focused in assistant in civil engineering from damascus university.,"
"ch0648","provide guidance and assist sellers and buyers in marketing and purchasing property for the right price under the best terms determine clients    needs and financials abilities to propose solutions that suit them intermediate negotiation processes, consult clients on market conditions, prices, mortgages, legal requirements and related matters, ensuring a fair and honest dealing perform comparative market analysis to estimate properties    value display and market real property to possible buyers prepare necessary paperwork (contracts, leases, deeds, closing statements etc) manage property auctions or exchanges maintain and update listings of available properties cooperate with appraisers, escrow companies, lenders and home inspectors develop networks and cooperate with attorneys, mortgage lenders and contractors promote sales through advertisements, open houses and listing services remain knowledgeable about real estate markets and best practices"
"ch0649","experienced graphic designer with a demonstrated history of working in the design industry. skilled in vector illustration, graphics direction, storyboarding, typography, and user interface design. strong design professional with a diploma focused in computer graphics, animation from arena multimedia.,"
"ch0650","design mother hen at plana.earth, using creativity as a tool for change. focusing on branding, print & digital content. measure, reduce & offset your business carbon footprint whilst creating an employee culture of sustainability.,scarlettotoole"
"ch0651","my name is ahamed shuckry. self confident is my pride. can do attitude is my strength. i can make a company unknown to well known. my colleague call me company booster as my nick name. i am always craving for new opportunity."
"ch0652","i am a graphic designer with more than 4 years experience with advertising agencies. an innate sense of imaginative, i believe, is a god-given ability which few possess  i consider myself fortunate enough to be among such gifted individuals. a natural passion for art an admiration for all hues of the spectrum and an intricate understanding of aesthetics are gifts that i along with my family was born with.   the uniqueness of my caliber and aptitude which enables me to comprehend the necessities of brand growth and development can be accredited to the experiences i have acquired in the domains of    infographic design  website design  press advertisement  executional skills / outdoor branding  logo creation  brochure creation  brand activation idea development  corporate identity   along with the aforementioned abilities and experiences, i have always found it easy to learn new ideas, accept new challenges and progress with the optimism of success at heart. i prefer a fast-paced professional environment, meeting deadlines and taking charge of difficult situations have always come as easy endeavors to me.   for details regarding references and work i have done in the past, feel free to contact me at your convenience as i will look forward to your response.   best regards,  junaid javed  1. software skills      adobe photoshop     adobe illustrator     adobe indesign     coral draw  2. designing skills     social media posts.     digital banner     logo design     business card     letterhead     marketing materials     brochure design  3. i specialized in areas of creative design, image editing, jewellery editing, retouching &  product editing, retouching."
"ch0653","experienced designer with a demonstrated history of working in the design industry. skilled in trend analysis, retail, fashion illustration, textiles, and apparel. strong arts and design professional with a bachelor in textile design focused in apparel and textile manufacture from national institute of fashion technology."
"ch0654","i am the person who looks to the future and try to make a big change in my country. my objective is to add value to what ever work i enjoy doing,mashreq bank,assistant relationship manager"
"ch0655","duties and responsibilities   responsible for over-all administration and maintenance of cadworx specifications for all projects.  responsible for assessing and updating software of all systems requiring cadworx that assists design team through design and layout activities on projects.  using cadworx and autocad in all aspects of the design and layout of skid packages. this has include equipment layout, piping layout, general arrangement drawings, piping isometrics, and structural detail drawings. evaluate the scope of work using p&id's and specifications to design piping systems with plant design standards.  piping specific activities and deliverables   study (plant or piping layout). piping key plan. piping     general arrangement (above ground). piping isometrics. steam tracing isometrics. stress sketches. pipe support details. line shoots. piping special items. piping material take off. bulk material take off. purchase specifications. construction packs. vessel nozzle orientation. vessel pipe support clip locations.  having good knowledge of industry standard drafting practices, mechanical aptitude and general knowledge of engineering.  works generally performed in an office environment, short term field assignments and work schedules include overtime hours."
"ch0656","extensive international work experience, with adaptive understanding of diverse cultural and business practices. to secure a successful product, i have the high-level scope of the pipelined process and the cross-market know-how to retain the users."
"ch0657","i take great pride in the designs and concepts. i create and i always strive to deliver an effective, focused and on-target product that fits my clients needs and goals. i strongly believe in giving memorable, systematic and professional customer service, allowing my clients to trust me and my work, so they are able to utilize my services in the future. i am enthusiastic, reliable, and a hard working designer who loves to work in a collaborative team environment as well as individually. i work well with clients and colleagues, and consider myself a strong communicator, presenter and listener. my career goals are to continue to learn and grow as a designer while exploiting my creativity, knowledge, education and people skills to benefit my employer.,"
"ch0658","+5 years experience in automotive  - strong skills in c programming, autosar , iso26262 , misra c and automotive spice . - b.sc electrical engineering,"
"ch0659","with 15+ years experience as a creative designer, i   ve provided impactful art visual touch points. with a strong focus in the digital background, i   ve had the chance to shape new ideas, trends, concepts and innovations.  i am well experienced in adobe creative cloud (photoshop cc, illustrator cc, indesign cc, xd cc, after effect cc, muse cc, adobe acrobat, adobe bridge cc) and have extensive knowledge of pre-press techniques as well as preparing artwork for digital media.  creative designs for luxury magazines like the rake (luxury fashion magazine), rake time (luxury fashion magazine), luxhabitat (luxury property magazine), la femme (luxury fashion magazine), revolution (luxury watch magazine), revolution supplement and the journal (newspaper), edgar (luxury lifestyle magazine), yachts middle east"
"ch0660","experienced interior designer with a demonstrated history of working in the design industry. skilled in autocad, adobe photoshop, microsoft powerpoint, space planning, and color schemes. strong arts and design professional graduated from ajman university of science and technology"
"ch0661","a professional 3d artist, specialized in making interior and exterior designs, exhibition stands good hands on 3ds max,vray,autocad,photoshop, its been one and half year since i am working on these softwares. a big  plans come up with a small ideas."
"ch0662","experienced interior designer with a demonstrated history of working in the furniture industry. skilled in autocad, microsoft word, computer-aided design (cad), irender, and adobe photoshop. strong arts and design professional with a bachelor's degree focused in interior design from heriot-watt university."
"ch0663","with 20 years of experience and a broad background, i see the bigger picture and align all the details accordingly to develop design solutions that support and delight people's lives and meet business goals. wrapping my synapses around really complex problems and solving human problems leveraging technology is where i thrive.  meaningful conversations and the desire and ability to enable true collaboration is at the heart of my approach to product design. passionate about enabling teams to improve their way of working, i promote a design process that is driven by user research, naturally aligned through collaborative design and validated by rapid and iterative learning.   i'm organising meetup.com/ux-design-rheinmain,manueldahm"
"ch0664","i am a photographer, videographer, video editor,  designer & script writer, social media  artist.  i'm skilled at creating images that capture attention and make an impact on social media such as  facebook, instagram, youtube and pinterest. i am also skilled at estimating costs and developing a cost-effective budget for clients.  my confident approach and upbeat attitude reflect positively in all areas of my work.  * i have my own camera & lenses  "
"ch0665","user experience designer/developer specialties  ux design, html, javascript, css , usability, mobile design, ionic"
"ch0666","specialties  3d artist (3d studio max), photoshop, illustrator, indesign, autocad"
"ch0667","tasked with strategic and creative ideas to all advertising in all stages. handles the flow of art productions manually or computerized environment.,w dubai - the palm"
"ch0668","i am a digital product designer who likes to create meaningful user experiences. i strive for simplicity, utility and consistency in my design, by following an iterative process   1. distilling user research into product requirements that are coherent with the business goals 2. creating wireframes and information architecture to conceptualize the product 3. a systems-based approach for ui design to keep a consistent visual vocabulary in the product 4. rapid prototyping to conduct usability (or a/b) testing to iterate and evolve the product further. "
"ch0669","experienced designer with a demonstrated history of working in the design industry. skilled in 3d visualization, graphics, logo design, typography, and adobe creative suite. strong arts and design professional graduated from info prism"
"ch0670","graphic designer of over 12 years of experience, moving and inspirational visuals are at the heart of my expertise. with a solid understanding of atl,btl, digital media and conceptual thinking, my passion for memorable and effective communications is what inspires me. in my personal experience, when it comes to making ads, it's only a problem if there's a solution - and in my personal belief, through good graphic design, there is always a solution to anything. finalizing artwork for jumeirah group, jumairah hotels and resorts, madinat jumairah, jumairah emirates towers, jumairah beach towers, jumairah living, jumairah zabeel saray, the meydan hotel,"
"ch0671","experienced interior designer with a demonstrated history of working in the design industry. skilled in autocad, budgeting, computer-aided design (cad), graphic design, and lighting. strong arts and design professional with a bachelor's degree focused in interior design and decoration from applied arts - art and design academy."
"ch0672","passionate architectural engineer, willing to do my best effort to enhance my career and place i work for. i am in love with design and 3ds program, it makes me do things that i will never think i can do it. interested in digital fabrication and using computer in architecture  i believe that    good things need passion, time and attendance"
"ch0673","value creator. impact driven human-centred designer. connecting user needs and business outcomes."
"ch0674","3 years    experience of graphic and web design using adobe illustrator ,photoshop ,indesign and wordpress. 9-month training at microsoft company as app developer with certifications from the company. proven communication and presentation skills for both arabic and english."
"ch0675","i help people to untangle the complexity of digital transformation.  with engaging discovery and design methods, i help teams to find the    true north    for their digitalisation programs & projects. in times of change, i help to turn people across disciplines and hierarchies into powerful teams and support them in finding the right direction.  i see my role as the    sherpa    within client teams.  a sherpa cannot climb to the top for people. a sherpa will lift the heavy weight, plan the journey and guide the team from basecamp to basecamp. a sherpa will share experience and expertise to make people better climbers along the "
"ch0676","i strive to become part of your team, to create or enhance your corporate image, with maximum impact on any media platform.  i guarantee informative, striking and functional tools to promote business. infinite media works hard to combine marketing talent, exceptional design and technology with outstanding customer service to build long-term partnerships.  i   m a person who just about making something look good though     usability is at the core of the work i produce.and each design project i undertake follows the same steps to ensure success. design isn   t just a job, it   s something i love to do."
"ch0677","a web, ui/ux and identity designer with over 10 years of work experience. he specializes on digital ui/ux and branding solutions."
"ch0678","i am a concept designer and 3d production artist, i enjoy scifi design with a passion for far future technology to the design of real world objects.    working in games as an environment artist/designer, as well as a generalist for microsoft has given me a wide variety of experience in many aspects of the production process."
"ch0679","ambition,aleamar engineering consultants,architect and interior designer"
"ch0680","4th dimensions deocn co. was found by a group of professionals who understand the need for individuality and specialization of each aspect of our living, working, and recreation environments.  4th dd is seeking to develop an efficient and economically sound business, while building up a reputation for quality, and on time completion of turn key contracts.  the philosophy of 4th dd is geared toward providing the client with a flexible tailor-made service suitable for each and every individual project.  the company believes that positive attitude and good coordination between the different departments and safe working environment are essential elements in meeting the needs and expectations of our client on time and every time.  4th dd clearly recognize that expertise, creativity, cost control, and the regular monitoring of quality systems and procedures is the way to achieve complete client satisfaction."
"ch0681","web & graphics designer with 6+ years of experience in computer and information technology industry. looking for a challenging position with career enhancement opportunities in a reputable organization where my experience and hardworking attitude for application development will come in use and have an experience of designing solutions using different technologies."
